,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodKill,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
6631,0.0,0.0,35,0.0,0,0,70901,15.2,0.0,9,14461.0,40891,14461,95497,0.0,51,1,3,1,0.0,0.0,False,True,0.0,56715,56510,0.0,0,0.0,15.0,101,7,25,708,13,9,582.0,276766,39181,52613,0.0,156,0,5.0,0.0,0,0.0,0,326548,43162,67770,0.0,1,0,86.8,126,1994.0,0.0,649457,97115,1988,134609,0.0,19443,6726,549,1063,1555,10,1,46138,14768,14220,4,6.0,50.0,0,0.0,78,3,9,36,False
6632,0.0,0.0,49,0.0,1,2,88061,17.2,0.0,16,22621.0,68972,22621,120131,0.0,39,3,6,3,0.0,0.0,True,True,0.0,76739,67860,0.0,2,3.0,0.0,100,12,48,1996,17,9,694.6,394804,66538,81483,0.0,205,1,0.0,3.0,0,0.0,0,406286,75786,78637,0.0,0,0,170.8,162,2494.0,0.0,854479,148424,3147,166942,0.0,42905,5335,595,1430,1501,12,1,53386,6096,6816,10,14.0,25.0,0,0.0,153,3,15,66,True
6633,0.0,0.0,54,0.0,0,0,82219,16.4,0.0,28,11630.0,47724,11630,123671,0.0,48,8,4,3,0.0,0.0,False,False,0.0,68230,64530,0.0,0,0.0,10.0,131,8,39,2365,15,7,609.2,361540,79863,67421,0.0,147,0,5.0,0.0,1,0.0,0,269428,43531,97921,0.0,0,0,150.2,250,2494.0,0.0,695240,130215,2371,171443,0.0,26480,376,557,3109,1507,9,0,64268,6816,6094,4,4.0,50.0,0,0.0,167,8,11,71,False
6634,4.0,35.0,80,1.0,0,4,120645,18.0,43.0,9,26020.0,108325,26020,306887,0.0,58,0,6,4,22.0,0.0,True,True,0.0,93299,81450,0.0,4,7.0,5.0,111,10,55,1893,25,10,598.6,480032,138341,115553,0.0,177,1,0.0,2.0,1,30.0,0,728922,91493,155869,2.0,1,0,161.0,228,2963.0,82.0,1322999,240984,0,286680,31.0,79131,3354,827,1594,2544,14,2,114036,11145,15255,11,21.0,45.0,0,0.0,158,0,6,81,True
6635,3.0,20.0,48,0.0,2,0,126351,18.0,27.0,10,23332.0,87196,23332,206380,0.0,55,3,9,3,54.0,0.0,False,False,13.0,95908,87133,2.0,1,2.0,25.0,119,18,58,1812,15,12,835.2,450814,113871,143640,0.0,243,0,5.0,0.0,1,23.0,0,933130,117532,142743,0.0,0,0,263.0,133,2963.0,147.0,1442140,246592,0,297531,46.0,128641,6863,866,1366,2477,25,2,58190,15186,11144,8,9.0,55.0,0,0.0,196,4,9,85,False
6636,2.0,11.0,46,3.0,1,0,86924,17.0,28.0,13,18991.0,82000,18991,117826,0.0,55,0,5,4,72.0,0.0,False,True,18.0,74038,68565,11.0,3,5.0,10.0,109,9,33,969,10,8,591.8,512514,112853,54371,0.0,192,0,5.0,0.0,1,12.0,0,367182,30477,103946,2.0,0,0,245.8,177,2699.0,0.0,962100,156585,2433,175999,0.0,39414,3786,612,2176,2016,13,1,82400,13250,17677,8,12.0,45.0,0,0.0,164,1,18,0,False
6637,1.0,30.0,64,1.0,1,11,107011,17.6,36.0,10,24633.0,108409,24633,228500,0.0,33,0,5,2,5.0,0.0,True,False,22.0,83810,78565,2.0,2,7.0,15.0,121,13,54,1673,27,11,1048.4,257105,49952,116615,0.0,193,1,0.0,4.0,0,27.0,0,723825,70768,79978,6.0,1,0,170.2,192,2699.0,0.0,1129637,138404,134,209849,0.0,64438,6255,737,1759,1426,9,1,148703,17677,13249,9,18.0,45.0,0,0.0,153,3,3,0,True
6638,0.0,0.0,35,0.0,0,1,55531,13.2,0.0,22,8827.0,35887,8827,113226,0.0,37,11,2,2,0.0,0.0,True,True,0.0,48325,45710,0.0,0,0.0,5.0,91,5,24,219,7,6,566.0,279539,50615,66993,0.0,163,0,5.0,0.0,0,0.0,0,126643,15157,63914,0.0,0,0,160.2,218,1720.0,0.0,463570,72082,0,144221,0.0,47375,856,432,2621,1202,11,0,57385,6307,13311,4,6.0,45.0,0,0.0,102,13,13,37,False
6639,0.0,0.0,49,0.0,1,8,66528,14.4,0.0,10,26057.0,73535,26057,66160,0.0,24,3,4,2,0.0,0.0,False,False,0.0,58477,50200,0.0,1,2.0,0.0,99,8,37,893,19,8,711.0,302542,63991,54322,0.0,136,1,0.0,2.0,0,0.0,0,211020,32517,45314,0.0,0,0,147.0,97,1720.0,0.0,553044,108967,966,105120,0.0,28374,5815,489,749,741,14,1,39478,12453,5478,9,16.0,20.0,0,0.0,83,5,5,43,True
6640,1.0,10.0,9,0.0,0,0,35358,10.4,8.0,11,4849.0,19737,4849,31688,0.0,24,0,0,0,9.0,0.0,True,False,0.0,28452,25785,1.0,0,0.0,0.0,58,3,7,307,6,3,633.0,139219,18991,30781,0.0,73,0,0.0,0.0,0,14.0,0,101350,5763,30475,1.0,0,0,172.2,44,1213.0,0.0,282095,25642,0,65769,0.0,10007,0,313,1066,570,4,0,41522,884,4507,1,2.0,30.0,0,1.0,54,2,1,0,False
6641,0.0,11.0,21,0.0,0,6,43115,11.6,22.0,10,15610.0,48712,15610,25596,0.0,7,0,1,3,23.0,0.0,False,True,4.0,39414,38250,0.0,0,0.0,0.0,69,4,24,813,22,5,753.4,113603,29463,20863,0.0,99,0,0.0,0.0,0,49.0,0,213615,19374,26592,0.0,0,0,205.6,79,1213.0,0.0,362541,53348,619,48343,0.0,12533,0,352,610,205,5,0,35320,4508,883,6,11.0,5.0,0,0.0,55,0,1,0,True
6642,0.0,0.0,69,0.0,1,4,82878,16.6,0.0,16,24414.0,66708,24414,117445,0.0,31,6,4,4,0.0,0.0,True,False,0.0,70423,66250,0.0,4,6.0,0.0,119,13,57,860,28,8,817.4,368685,88013,70142,0.0,174,1,0.0,3.0,0,0.0,0,289410,39480,61008,0.0,0,0,113.4,130,2211.0,0.0,718165,132219,0,133946,0.0,26770,165,553,1315,1163,6,0,60064,4725,2789,10,18.0,30.0,0,0.0,127,6,17,39,True
6643,0.0,0.0,31,0.0,1,2,81612,16.4,0.0,17,12193.0,48786,12193,85091,0.0,57,7,1,0,0.0,0.0,False,False,0.0,68284,68250,0.0,0,0.0,20.0,121,9,31,883,14,6,467.8,397967,67897,89054,0.0,116,0,5.0,0.0,0,0.0,0,300706,33737,65369,0.0,0,0,66.4,139,2211.0,0.0,764756,104429,1568,159153,0.0,14651,0,581,1340,1736,5,0,66077,2790,4723,5,6.0,50.0,0,0.0,102,9,7,45,False
6644,0.0,0.0,26,0.0,0,5,42949,11.6,0.0,11,0.0,25282,13447,26722,0.0,16,0,5,1,0.0,0.0,False,False,0.0,38467,34035,0.0,0,0.0,0.0,70,4,23,638,11,6,654.2,67100,17221,18993,0.0,123,0,0.0,0.0,0,0.0,0,234239,33194,34509,0.0,0,0,205.4,154,1298.0,0.0,325133,54770,0,54473,0.0,17429,0,320,722,401,5,0,23790,4352,968,3,0.0,0.0,0,0.0,78,0,9,34,True
6645,0.0,0.0,15,0.0,0,0,40100,10.8,0.0,12,0.0,22213,7915,45269,0.0,23,7,0,1,0.0,0.0,True,True,0.0,35809,33678,0.0,0,0.0,0.0,75,3,15,176,9,5,630.0,108400,18252,18939,0.0,104,0,0.0,0.0,0,0.0,0,143527,13091,45865,0.0,0,0,152.6,90,1298.0,0.0,265854,32313,471,69160,0.0,14979,495,291,1025,637,8,0,13924,968,4352,4,0.0,0.0,0,0.0,64,7,1,38,False
6646,9.0,9.0,38,2.0,0,0,77545,15.8,56.0,17,12954.0,41546,12954,161812,0.0,49,7,4,1,19.0,1.0,False,False,0.0,61035,60685,2.0,0,0.0,5.0,105,8,35,3063,15,6,543.2,45781,13630,80963,0.0,148,0,0.0,0.0,0,17.0,0,629005,82495,94020,5.0,0,0,125.0,151,2076.0,0.0,727763,105813,1501,183619,0.0,27214,693,567,1056,1604,6,0,52975,9683,8631,4,5.0,45.0,0,0.0,106,7,7,44,False
6647,2.0,5.0,44,0.0,1,9,90265,17.4,22.0,16,16281.0,99043,16281,145619,0.0,35,4,4,4,6.0,1.0,True,True,3.0,71862,63375,0.0,1,3.0,0.0,111,14,49,1631,20,9,560.8,375602,78517,16020,0.0,224,0,0.0,0.0,0,26.0,0,449897,61510,124713,0.0,0,0,221.0,125,2076.0,0.0,900415,148666,0,151418,0.0,33189,4679,625,1274,1290,20,1,74912,8633,10681,9,14.0,20.0,0,0.0,105,5,10,42,True
6648,1.0,22.0,36,0.0,0,15,47688,12.0,19.0,9,24020.0,69251,24020,53189,0.0,23,0,4,3,26.0,0.0,True,True,2.0,49224,43540,1.0,2,4.0,0.0,86,6,31,2067,19,9,403.2,75669,20167,29785,7.0,105,1,0.0,3.0,0,25.0,0,349466,54375,50812,0.0,0,0,123.4,95,1444.0,0.0,469096,77173,0,86286,0.0,31880,666,402,598,469,8,1,43959,2627,5687,9,17.0,5.0,0,0.0,104,3,5,0,True
6649,0.0,0.0,22,0.0,0,0,39241,10.8,1.0,31,3909.0,9161,3909,55529,0.0,31,0,0,0,11.0,6.0,False,False,6.0,35579,34830,0.0,0,0.0,10.0,90,5,23,672,9,5,494.0,98474,28841,21364,0.0,67,0,5.0,0.0,0,2.0,0,148217,26516,67368,0.0,0,0,338.0,107,1444.0,0.0,280108,60996,95,91360,0.0,10424,0,283,1019,694,5,0,33414,5636,2625,1,1.0,50.0,0,0.0,40,2,1,0,False
6650,0.0,0.0,16,0.0,0,0,37042,10.6,0.0,8,0.0,2815,0,39617,0.0,34,1,1,0,0.0,0.0,False,False,0.0,32083,29825,0.0,0,0.0,10.0,65,3,14,759,5,6,460.6,50188,12942,22745,0.0,89,0,5.0,0.0,0,0.0,0,159239,22801,45187,0.0,0,0,216.0,43,1296.0,0.0,225279,38080,408,69896,0.0,11540,4679,288,372,754,25,0,15849,2333,1959,0,0.0,45.0,0,0.0,49,1,2,31,False
6651,0.0,0.0,30,0.0,0,10,48453,12.2,0.0,22,20033.0,58648,20033,46816,0.0,14,2,2,3,0.0,0.0,True,True,0.0,46376,38935,0.0,2,3.0,0.0,83,9,34,912,19,6,598.8,146492,21792,13685,0.0,123,1,0.0,3.0,0,0.0,0,250787,31608,54021,0.0,0,0,169.6,81,1296.0,0.0,444965,55515,2944,70545,0.0,28456,1588,461,769,402,10,0,47680,2112,2834,9,18.0,0.0,0,0.0,63,2,3,30,True
6652,0.0,0.0,72,0.0,2,5,101903,17.8,0.0,14,26611.0,111114,26611,277386,0.0,44,3,7,4,0.0,0.0,True,False,0.0,85376,78325,0.0,3,5.0,5.0,128,15,52,3832,15,10,670.4,262756,60042,64928,0.0,227,1,0.0,2.0,0,0.0,0,716135,114984,158458,0.0,0,0,100.6,179,2550.0,0.0,1071186,187541,1700,244709,0.0,58673,2905,741,2649,1763,12,1,92291,12510,21318,11,15.0,35.0,0,0.0,168,3,4,73,True
6653,0.0,0.0,59,0.0,0,0,94285,17.4,0.0,12,15383.0,75757,15383,229319,0.0,52,1,2,2,0.0,0.0,False,True,0.0,77804,71275,0.0,1,1.0,15.0,111,11,44,885,13,7,886.8,274007,60991,62689,0.0,230,0,5.0,0.0,0,0.0,0,646394,122401,152180,0.0,0,0,126.0,172,2550.0,0.0,988276,204704,0,228038,0.0,50934,552,650,1482,1892,7,0,67871,21305,13163,7,11.0,55.0,0,0.0,135,1,6,64,False
6654,5.0,0.0,28,0.0,0,0,49311,12.4,18.0,17,5797.0,15783,5797,101102,0.0,51,4,2,0,14.0,2.0,True,False,1.0,43683,44215,1.0,0,0.0,15.0,87,4,24,4084,5,7,437.4,132067,35988,38665,0.0,63,0,5.0,0.0,0,7.0,0,176562,32859,83065,0.0,0,0,197.6,129,1554.0,0.0,353952,75525,231,129069,0.0,31830,985,381,822,1295,12,0,45320,6677,7332,1,2.0,50.0,0,0.0,57,4,3,29,False
6655,4.0,14.0,72,1.0,1,7,62788,14.0,17.0,8,22162.0,70505,22162,113828,0.0,24,2,4,2,25.0,0.0,False,False,21.0,61219,53360,2.0,3,10.0,0.0,87,12,51,1495,22,8,634.0,141442,37497,38844,0.0,139,1,0.0,3.0,0,45.0,0,331375,62473,73734,3.0,0,0,128.6,160,1554.0,0.0,527403,107434,0,119410,0.0,21010,264,431,1747,636,7,0,54583,7458,6826,10,20.0,5.0,0,0.0,89,2,6,43,True
6656,1.0,18.0,22,3.0,0,1,48017,12.2,54.0,21,10800.0,30998,10800,69718,0.0,35,1,0,1,62.0,0.0,False,False,10.0,45033,42325,3.0,0,0.0,0.0,96,4,17,0,6,5,435.8,106281,18651,28799,0.0,116,0,0.0,0.0,0,31.0,0,299658,34929,64152,1.0,0,0,249.2,65,1520.0,91.0,468809,58749,0,95499,2.0,20119,173,503,1274,880,5,0,62865,5164,2542,4,5.0,30.0,0,0.0,81,1,2,49,False
6657,4.0,18.0,53,0.0,0,6,53196,13.0,37.0,7,16923.0,63997,16923,80214,0.0,17,1,5,3,9.0,1.0,True,False,7.0,51763,45785,1.0,0,0.0,0.0,84,11,35,814,16,9,681.2,98776,27608,20486,0.0,136,0,0.0,0.0,0,46.0,0,368918,43196,59065,1.0,0,0,222.0,99,1520.0,77.0,510800,73351,377,84718,22.0,27411,698,437,736,522,7,0,43103,2544,5162,6,9.0,20.0,0,0.0,93,1,3,45,True
6658,1.0,29.0,26,0.0,2,4,88935,17.0,30.0,17,23235.0,101420,23235,104746,0.0,32,3,3,2,40.0,2.0,True,False,16.0,67186,59910,3.0,4,6.0,0.0,112,8,34,596,15,7,947.0,444826,70803,22899,0.0,211,1,0.0,3.0,0,77.0,0,315738,35792,124456,4.0,0,0,198.8,83,2185.0,0.0,843253,110084,0,155961,0.0,27381,0,566,1545,1209,5,0,82684,3483,8603,10,17.0,20.0,0,1.0,171,3,18,56,True
6659,6.0,40.0,27,2.0,0,0,80671,16.2,122.0,36,11352.0,48191,11352,103769,0.0,34,11,4,3,73.0,0.0,False,True,30.0,60085,58575,2.0,0,0.0,20.0,151,8,32,1230,12,6,900.2,76148,17311,73522,0.0,146,0,5.0,0.0,1,121.0,0,632884,90374,84547,6.0,0,0,267.2,79,2185.0,0.0,831580,116290,1787,161558,0.0,24891,548,600,910,1216,7,1,122547,8603,3484,4,8.0,55.0,0,0.0,143,12,4,67,False
6660,1.0,8.0,32,0.0,1,0,63391,14.0,21.0,28,5150.0,44901,5150,115409,0.0,59,10,1,1,14.0,2.0,False,False,2.0,56366,54035,0.0,0,0.0,5.0,110,5,26,966,11,7,442.4,251337,68173,62247,0.0,80,0,5.0,0.0,0,28.0,0,246947,27273,85507,0.0,0,0,166.8,117,2110.0,46.0,555433,108591,0,164000,0.0,36260,630,477,643,1644,8,1,57146,13139,16242,1,1.0,45.0,0,0.0,145,14,8,68,False
6661,2.0,23.0,59,1.0,0,9,71218,15.2,50.0,24,21982.0,58360,21982,189769,0.0,26,1,5,3,11.0,2.0,True,True,9.0,68736,60135,0.0,1,4.0,0.0,101,14,59,441,22,8,735.2,345549,59697,70254,0.0,181,1,0.0,3.0,0,31.0,0,262202,65122,69930,1.0,0,0,122.0,198,2110.0,86.0,729629,141066,0,154018,67.0,47806,1838,438,1435,900,11,1,121875,16240,13831,8,16.0,5.0,0,0.0,122,1,11,51,True
6662,5.0,22.0,42,1.0,0,0,65744,14.6,30.0,31,10216.0,15842,10216,128299,0.0,48,8,1,0,70.0,2.0,False,False,6.0,57775,54075,6.0,0,0.0,5.0,123,9,27,533,11,6,675.8,163792,24239,66151,0.0,101,0,5.0,0.0,0,46.0,0,366481,67505,84610,1.0,0,0,186.0,95,2138.0,0.0,616101,100605,588,169861,0.0,36652,1733,559,1078,1531,11,0,85823,8859,19095,3,4.0,45.0,0,0.0,165,8,12,90,False
6663,8.0,17.0,69,0.0,1,13,83519,16.6,41.0,16,20622.0,119302,20622,170589,0.0,27,2,8,5,41.0,22.0,True,True,11.0,70171,59058,0.0,1,3.0,0.0,100,10,48,0,25,7,667.0,198155,64673,27853,0.0,153,1,0.0,3.0,0,71.0,0,448545,67465,102707,1.0,0,0,168.6,197,2138.0,0.0,761119,151237,116,140180,0.0,52692,689,566,630,873,8,0,114414,19094,9616,9,19.0,15.0,0,1.0,167,2,25,69,True
6664,5.0,40.0,39,3.0,0,0,97606,17.4,68.0,21,7948.0,62651,7948,186121,0.0,42,9,5,2,184.0,4.0,True,False,83.0,72594,68910,10.0,0,0.0,25.0,126,7,36,2030,13,8,796.2,226522,39499,37919,1.0,177,0,5.0,0.0,0,138.0,0,739714,121830,138947,12.0,0,0,79.4,122,2521.0,0.0,1065646,173770,0,195737,0.0,26256,615,838,1041,1626,6,2,99404,12437,18868,4,4.0,55.0,0,0.0,153,10,18,58,False
6665,3.0,41.0,49,3.0,1,5,102017,17.6,32.0,11,25959.0,99554,25959,238609,0.0,36,3,7,4,34.0,1.0,False,True,8.0,79312,72843,0.0,5,10.0,0.0,116,11,42,1533,14,7,907.2,143710,34893,44976,0.0,194,1,0.0,1.0,1,42.0,0,753347,105808,163303,0.0,0,0,162.2,152,2521.0,0.0,1052377,159572,2117,220899,0.0,67303,16933,752,1569,1564,11,0,155314,18867,12614,10,15.0,20.0,0,0.0,169,4,12,77,True
6666,0.0,0.0,16,0.0,0,13,33864,10.0,0.0,8,15443.0,29353,15443,27594,0.0,8,2,3,1,0.0,0.0,False,False,0.0,34534,30758,0.0,0,0.0,0.0,57,4,28,993,24,7,308.0,68916,9012,11123,0.0,111,0,0.0,0.0,0,0.0,0,182321,25277,28976,0.0,0,0,149.8,61,916.0,0.0,273463,37107,175,41271,0.0,12036,1038,286,574,188,9,0,22223,2815,1166,4,8.0,0.0,0,0.0,37,3,2,19,True
6667,0.0,0.0,7,0.0,0,1,25095,8.4,0.0,15,2773.0,9169,2773,21991,0.0,28,1,0,1,0.0,0.0,True,False,0.0,22868,19295,0.0,0,0.0,0.0,61,0,8,284,0,4,361.8,77048,9884,9408,0.0,36,0,0.0,0.0,0,0.0,0,80461,13278,34948,0.0,0,0,183.4,37,916.0,0.0,167130,24333,0,47175,0.0,7320,411,244,714,504,8,0,9618,1167,2814,0,0.0,20.0,0,0.0,32,1,2,16,False
6668,9.0,38.0,43,0.0,1,0,79053,16.0,48.0,8,11164.0,63846,11164,187589,0.0,40,3,1,1,43.0,14.0,True,True,9.0,65720,62500,6.0,0,0.0,10.0,113,7,30,1132,11,6,618.0,192031,40104,85402,2.0,183,0,5.0,0.0,0,53.0,0,562667,85500,70442,1.0,0,0,226.4,226,2193.0,122.0,847156,131007,41,169992,10.0,39570,808,585,2120,1403,8,0,92457,5401,14141,4,9.0,50.0,0,3.0,169,3,10,67,False
6669,0.0,1.0,62,1.0,1,5,90868,17.2,21.0,16,20221.0,96260,20221,172532,0.0,31,5,3,4,80.0,1.0,False,False,5.0,73033,66875,5.0,2,4.0,0.0,111,10,40,1172,16,7,724.0,374515,81965,42580,0.0,234,1,0.0,2.0,0,37.0,0,489188,44912,116526,1.0,0,0,216.4,170,2193.0,153.0,981269,140613,2485,164511,32.0,59889,20561,679,1635,1023,13,0,117561,13729,5400,10,16.0,25.0,0,0.0,132,5,5,60,True
6670,4.0,13.0,51,0.0,1,5,72392,15.2,29.0,16,23030.0,109080,23030,90458,0.0,22,4,4,5,8.0,3.0,True,True,6.0,64442,55900,2.0,2,2.0,0.0,91,10,43,1359,21,8,815.2,142875,32873,48215,0.0,157,0,0.0,0.0,1,45.0,0,435876,71203,84988,0.0,0,0,154.0,63,1903.0,0.0,654544,110685,622,138666,0.0,47653,4870,485,584,798,15,1,75789,6605,5458,9,14.0,5.0,0,0.0,119,4,5,48,True
6671,3.0,18.0,31,0.0,0,0,62873,14.2,14.0,13,3544.0,24549,3544,84612,0.0,43,5,1,0,27.0,8.0,False,False,13.0,51282,48975,1.0,0,0.0,10.0,99,5,21,1393,8,5,551.4,208032,45014,34693,0.0,93,0,0.0,0.0,0,19.0,0,276231,37566,92191,2.0,0,0,171.0,90,1903.0,0.0,556577,88042,0,133492,0.0,23497,384,530,883,1291,7,0,72307,5458,6603,1,1.0,45.0,0,1.0,142,5,12,52,False
6672,1.0,12.0,35,0.0,0,0,60041,13.6,28.0,20,6766.0,21538,6766,97147,0.0,32,5,0,0,20.0,4.0,False,True,21.0,48693,48165,2.0,0,0.0,10.0,94,5,25,4801,10,5,657.4,269032,47369,40004,0.0,112,0,5.0,0.0,0,32.0,0,215159,37605,67373,1.0,0,0,291.2,120,1896.0,0.0,533039,90699,365,114662,0.0,20205,1410,523,1145,971,14,0,48844,5720,7281,2,3.0,50.0,0,0.0,122,6,11,47,False
6673,30.0,32.0,43,2.0,2,14,74657,15.4,9.0,21,25728.0,118781,25728,104774,0.0,25,6,5,4,32.0,6.0,True,False,19.0,62495,54560,0.0,2,3.0,0.0,103,6,32,2283,15,8,743.4,213558,38259,49336,0.0,166,1,0.0,2.0,0,30.0,0,431867,47558,81640,17.0,0,0,223.4,84,1896.0,0.0,721559,93103,3035,136701,0.0,52368,751,588,1146,788,7,1,76130,7282,5719,11,27.0,10.0,0,0.0,135,7,9,63,True
6674,0.0,0.0,18,0.0,0,8,30581,9.6,0.0,14,12461.0,27035,12461,21392,0.0,12,4,2,1,0.0,0.0,True,True,0.0,31498,26030,0.0,0,0.0,0.0,68,4,19,523,8,7,519.4,77394,16840,4177,0.0,70,0,0.0,0.0,0,0.0,0,121299,18609,32661,0.0,0,0,219.8,60,968.0,0.0,211521,36823,0,38867,0.0,8194,300,249,505,237,7,0,12824,1373,2022,4,6.0,0.0,0,0.0,40,4,1,22,True
6675,0.0,0.0,9,0.0,0,1,24410,8.2,0.0,20,1734.0,6586,1734,24468,0.0,19,0,0,0,0.0,0.0,False,False,0.0,23083,20835,0.0,0,0.0,0.0,65,2,11,0,5,3,429.6,29465,4019,18741,0.0,90,0,0.0,0.0,0,0.0,0,130916,20487,30549,0.0,0,0,163.6,56,968.0,0.0,180768,26534,0,50664,0.0,9702,1593,181,384,313,8,0,20383,2023,1371,0,0.0,20.0,0,0.0,27,0,0,19,False
6676,0.0,7.0,17,0.0,0,2,52263,12.8,14.0,28,6120.0,18195,6120,77968,0.0,31,12,2,0,36.0,2.0,False,False,33.0,42436,40000,3.0,0,0.0,10.0,97,6,21,294,9,6,589.4,172981,39876,33446,0.0,70,0,5.0,0.0,0,24.0,0,240701,25007,84167,1.0,0,0,345.2,61,1692.0,63.0,464101,67930,0,132299,0.0,28525,799,509,576,746,8,0,50417,3043,14681,1,1.0,45.0,0,0.0,119,12,8,58,False
6677,3.0,22.0,31,1.0,1,5,62822,14.4,5.0,12,22617.0,88559,22617,55067,0.0,21,4,1,4,16.0,1.0,True,True,7.0,55163,50675,2.0,2,5.0,0.0,94,8,30,1891,10,6,543.2,140896,30722,42283,1.0,158,1,0.0,3.0,0,36.0,0,379460,56709,50890,1.0,0,0,148.4,76,1692.0,76.0,623377,102117,0,96218,29.0,34888,592,518,635,560,6,0,103015,14682,3041,9,19.0,5.0,0,0.0,122,4,11,51,True
6678,0.0,0.0,53,0.0,1,13,114926,17.8,0.0,18,21411.0,128852,21411,236107,0.0,19,7,2,6,0.0,0.0,False,True,0.0,88762,79958,0.0,3,10.0,0.0,112,12,53,805,24,8,1225.2,345066,83405,66425,0.0,287,1,0.0,3.0,1,0.0,0,763217,89630,151818,0.0,0,0,287.4,136,2768.0,0.0,1244698,192686,26,227577,0.0,95388,2167,861,1910,878,11,1,136412,19645,9330,11,20.0,20.0,0,0.0,234,7,22,91,True
6679,0.0,0.0,31,0.0,0,0,94942,17.4,0.0,19,8482.0,30439,8482,266291,0.0,53,10,2,0,0.0,0.0,True,False,0.0,72115,68200,0.0,0,0.0,15.0,131,4,19,1867,7,7,739.4,353767,63028,84260,0.0,146,0,5.0,0.0,0,0.0,0,767093,95997,118698,0.0,0,0,266.2,256,2768.0,0.0,1191704,168098,6226,222607,0.0,28963,972,907,2358,2084,7,1,70840,9068,19644,4,4.0,55.0,0,0.0,189,10,18,101,False
6680,5.0,14.0,39,0.0,0,6,54867,13.2,26.0,38,22620.0,66897,22620,73332,0.0,18,18,3,2,36.0,8.0,False,True,6.0,55466,50000,2.0,2,5.0,0.0,112,8,36,634,15,7,658.8,103545,20809,14082,0.0,153,1,0.0,3.0,0,34.0,0,408119,49671,62231,1.0,0,0,312.0,103,1510.0,84.0,566428,73260,0,79107,24.0,28572,1347,551,609,510,10,1,54760,2778,2790,10,15.0,0.0,0,0.0,170,18,15,64,True
6681,0.0,4.0,24,1.0,0,0,46773,11.8,6.0,19,1634.0,24046,1634,49210,0.0,36,4,2,1,18.0,12.0,True,False,0.0,41139,39360,0.0,0,0.0,10.0,93,3,18,2202,6,8,468.4,83137,12411,21821,0.0,83,0,5.0,0.0,1,1.0,0,270153,39735,65479,0.0,0,0,292.2,97,1510.0,62.0,395872,54942,0,90083,7.0,15780,467,410,1100,958,9,1,42579,2791,2777,0,0.0,50.0,0,0.0,80,4,11,36,False
6682,20.0,39.0,37,2.0,0,1,74293,15.4,56.0,10,16572.0,76519,16572,211960,0.0,57,4,0,4,41.0,3.0,False,True,35.0,65633,58250,4.0,0,0.0,15.0,105,15,46,1205,12,5,413.8,246645,79482,26636,2.0,106,0,5.0,0.0,0,117.0,0,346702,53109,147069,7.0,0,0,101.0,199,2191.0,0.0,669823,151940,2397,191522,0.0,40903,1819,483,1525,1856,10,0,76469,19342,17812,4,7.0,55.0,0,1.0,118,4,2,59,False
6683,7.0,39.0,60,0.0,1,7,91245,17.2,10.0,9,22428.0,94111,22428,234679,0.0,46,0,5,1,20.0,0.0,True,False,12.0,76638,65175,2.0,2,4.0,0.0,112,16,57,1901,20,10,487.6,104710,22647,83115,4.0,162,1,0.0,5.0,1,60.0,0,669464,111233,85519,1.0,0,0,123.0,161,2191.0,0.0,876946,149823,0,189147,0.0,31369,948,623,4213,1631,7,1,102771,15940,20509,11,17.0,20.0,0,0.0,103,0,2,58,True
6684,2.0,3.0,9,0.0,0,4,27821,8.8,34.0,16,1830.0,12476,1830,20045,0.0,16,2,0,0,5.0,1.0,False,False,0.0,24330,20010,0.0,0,0.0,5.0,51,1,8,305,3,4,401.4,59571,8612,14795,0.0,80,0,0.0,0.0,0,17.0,0,120889,13433,24415,1.0,0,0,255.2,42,971.0,65.0,226015,23344,0,40063,0.0,8297,0,240,331,247,5,0,45550,1298,847,0,0.0,25.0,0,0.0,45,4,6,19,False
