,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodKill,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
6685,0.0,1.0,16,0.0,0,3,32744,10.0,20.0,10,16540.0,28669,16540,26747,0.0,8,4,1,1,7.0,2.0,True,True,1.0,33253,27385,0.0,1,1.0,0.0,59,3,16,220,6,6,512.6,100617,13709,10395,0.0,96,0,0.0,0.0,0,13.0,0,178307,13270,28379,0.0,0,0,419.2,45,971.0,69.0,303480,27831,310,40074,8.0,10694,163,340,561,145,5,0,24553,849,1297,5,6.0,0.0,0,0.0,51,4,4,28,True
6686,2.0,37.0,16,0.0,0,16,55940,13.2,64.0,19,22844.0,69967,22844,90204,0.0,17,8,5,3,74.0,4.0,True,True,0.0,51832,48785,2.0,4,6.0,0.0,91,7,36,4,23,12,458.8,255465,41841,31259,0.0,200,0,0.0,0.0,0,58.0,1,300619,35869,61079,4.0,1,0,164.6,101,1493.0,111.0,609900,83560,0,94424,38.0,24126,0,458,1106,457,5,2,53810,5845,2083,10,19.0,0.0,0,0.0,75,8,3,36,True
6687,3.0,64.0,23,0.0,0,0,46893,12.4,55.0,11,2944.0,24379,2944,62862,0.0,37,2,0,1,22.0,6.0,False,False,0.0,38046,36035,3.0,0,0.0,20.0,77,2,17,4081,7,5,503.6,176775,27979,43410,3.0,76,0,0.0,0.0,0,37.0,0,183042,27770,57781,1.0,0,0,216.0,90,1493.0,54.0,403902,57835,1799,107041,8.0,24241,1595,437,1292,835,10,0,44081,2083,5845,0,0.0,55.0,0,0.0,61,2,6,28,False
6688,4.0,45.0,79,1.0,0,1,90631,17.0,69.0,38,17394.0,45195,17394,204032,0.0,44,6,7,2,92.0,10.0,False,False,10.0,75839,70185,3.0,1,4.0,10.0,160,9,44,1052,16,8,578.4,252086,40359,98033,0.0,196,0,5.0,0.0,1,67.0,0,594159,125585,101681,9.0,0,0,282.6,165,2431.0,0.0,964382,178611,0,214100,0.0,63651,710,734,2673,1461,7,1,118133,12665,14380,5,12.0,50.0,0,0.0,220,6,31,96,False
6689,6.0,26.0,62,1.0,3,4,100011,17.4,28.0,24,24281.0,158735,24281,239952,0.0,44,8,7,4,37.0,2.0,True,True,18.0,80824,72060,1.0,2,3.0,5.0,134,6,44,2712,17,10,775.2,318724,94592,43707,0.0,184,1,0.0,2.0,0,42.0,0,529209,77583,165486,1.0,0,0,392.6,206,2431.0,0.0,986422,186558,0,221862,0.0,72578,821,705,5287,1675,8,2,138486,14382,12665,9,19.0,25.0,0,1.0,225,10,29,82,True
6690,0.0,5.0,83,0.0,2,1,78562,16.0,21.0,18,19108.0,84997,19108,157156,0.0,41,4,7,3,9.0,0.0,True,False,0.0,75145,68695,0.0,4,8.0,0.0,104,7,62,1768,20,7,403.6,121608,30634,37414,1.0,179,1,0.0,2.0,0,29.0,0,557822,98240,121484,0.0,0,0,258.2,118,1885.0,101.0,773139,136665,4326,166376,24.0,49247,365,513,922,1103,7,3,93704,7788,7474,10,20.0,20.0,0,0.0,123,5,7,51,True
6691,4.0,8.0,47,0.0,0,2,70336,15.0,19.0,20,8119.0,48120,8119,107711,0.0,62,10,7,1,30.0,9.0,False,True,7.0,66198,66220,1.0,0,0.0,25.0,131,11,41,3726,13,9,445.4,233038,34122,33054,0.0,139,0,5.0,0.0,0,30.0,0,440935,81351,122818,2.0,0,0,342.2,98,1885.0,90.0,742279,121951,0,163666,22.0,36317,4628,582,555,1669,26,1,68301,6474,7788,4,7.0,55.0,0,0.0,95,11,8,39,False
6692,0.0,0.0,30,0.0,0,4,67659,15.0,0.0,13,6703.0,27541,6703,88474,0.0,35,2,0,1,0.0,0.0,False,False,0.0,49641,48820,0.0,0,0.0,15.0,97,6,25,1052,11,5,656.8,235572,28607,46998,0.0,70,0,5.0,0.0,0,0.0,0,263761,23848,62246,0.0,0,0,256.4,54,1780.0,0.0,531899,55113,1389,115312,0.0,21142,3988,551,1548,1053,12,0,32561,2653,6062,1,1.0,50.0,0,0.0,67,2,6,40,False
6693,0.0,0.0,39,0.0,1,4,74494,15.4,0.0,15,17601.0,90492,17601,52602,0.0,26,8,4,3,0.0,0.0,True,True,0.0,63073,56015,0.0,3,5.0,0.0,104,9,35,592,17,8,747.4,371216,46424,32684,0.0,248,1,0.0,2.0,1,0.0,0,279333,42924,59462,0.0,0,0,221.6,108,1780.0,0.0,706832,95415,0,98803,0.0,20241,450,532,1622,709,7,0,56280,6063,6651,10,16.0,5.0,0,0.0,122,8,6,52,True
6694,2.0,11.0,12,0.0,0,0,52380,12.6,21.0,16,2233.0,10673,2233,65902,0.0,38,2,0,0,50.0,7.0,False,False,9.0,38062,33660,0.0,0,0.0,20.0,77,1,9,390,2,3,490.8,255833,35189,60859,1.0,67,0,5.0,0.0,0,23.0,0,146178,12789,56127,5.0,0,0,214.4,64,1591.0,0.0,452246,48490,1346,124110,0.0,16143,535,507,951,980,7,0,50231,509,7119,0,0.0,55.0,0,0.0,67,3,12,33,False
6695,0.0,9.0,32,2.0,1,13,69615,14.8,5.0,24,28571.0,100539,28571,69717,0.0,10,7,5,4,14.0,2.0,True,False,5.0,57988,51375,1.0,4,7.0,0.0,99,11,38,880,18,9,927.8,211416,60858,40080,1.0,228,1,0.0,2.0,0,17.0,0,444919,33987,47742,0.0,0,0,193.4,26,1591.0,0.0,726107,101970,0,88333,0.0,17913,368,556,401,249,7,1,69766,7121,507,11,20.0,0.0,0,0.0,112,7,9,43,True
6696,0.0,0.0,5,0.0,0,0,33307,10.0,15.0,16,3885.0,11881,3885,49072,0.0,43,0,0,0,33.0,1.0,False,False,1.0,27853,24900,0.0,0,0.0,5.0,67,1,9,836,2,4,307.4,68904,13269,12010,1.0,38,0,5.0,0.0,0,7.0,0,138101,17588,63929,0.0,0,0,183.4,63,1199.0,0.0,231316,33477,569,81152,0.0,9947,290,292,528,828,7,0,24309,2617,5209,1,1.0,50.0,0,0.0,58,2,4,0,False
6697,0.0,6.0,38,0.0,0,23,49458,12.2,3.0,16,24389.0,53185,24389,41665,0.0,9,0,3,2,0.0,4.0,True,False,0.0,46912,38410,0.0,1,3.0,0.0,75,10,43,224,27,7,674.8,82932,11620,14201,0.0,134,1,0.0,4.0,0,7.0,0,309791,50099,38772,0.0,0,0,95.6,87,1199.0,0.0,465150,66931,164,56594,0.0,17595,839,433,1258,231,9,0,72422,5210,3616,9,16.0,5.0,0,0.0,75,5,4,0,True
6698,1.0,17.0,24,0.0,0,0,52657,12.8,35.0,10,11920.0,35235,11920,73864,0.0,37,5,0,1,57.0,15.0,False,False,26.0,48964,49580,3.0,0,0.0,10.0,84,6,24,1045,9,4,610.2,235282,36623,53235,0.0,155,0,5.0,0.0,0,40.0,0,163020,19144,55655,2.0,0,0,114.2,98,1686.0,125.0,466848,58844,0,113717,0.0,36861,148,465,662,1011,6,0,68540,3074,4821,5,6.0,50.0,0,0.0,107,6,5,47,False
6699,6.0,12.0,50,0.0,1,6,64278,14.2,41.0,14,21311.0,61659,21311,81083,0.0,24,2,4,2,19.0,2.0,True,True,4.0,56994,49733,1.0,2,4.0,0.0,104,8,37,619,22,8,710.2,236579,50818,39515,0.0,104,1,0.0,3.0,0,42.0,0,212541,32633,47561,6.0,0,0,218.6,96,1686.0,78.0,493251,88278,679,91387,0.0,20967,1174,470,680,632,11,1,44126,4821,4308,9,14.0,25.0,0,0.0,89,2,3,43,True
6700,5.0,9.0,13,2.0,0,1,29202,9.2,11.0,15,7828.0,29242,7828,37659,0.0,22,6,1,1,24.0,0.0,False,True,1.0,30716,26225,0.0,0,0.0,5.0,69,2,11,0,6,5,551.4,87514,17648,13375,0.0,96,0,5.0,0.0,0,17.0,0,144939,10428,40157,0.0,0,0,209.8,97,1130.0,0.0,261639,30358,0,55598,0.0,9300,0,263,921,448,3,0,29183,2280,2062,3,7.0,35.0,0,0.0,53,7,3,31,False
6701,3.0,8.0,24,0.0,0,4,32759,9.0,8.0,12,21271.0,39397,21271,25450,0.0,11,2,2,1,4.0,1.0,True,False,6.0,37394,28600,0.0,1,4.0,0.0,55,7,22,583,12,6,432.2,85495,12888,19779,0.0,92,1,0.0,4.0,0,26.0,0,174250,24219,24529,0.0,0,0,118.2,51,1130.0,0.0,293630,39145,436,47563,0.0,14859,356,273,320,189,5,1,33883,2035,3252,7,14.0,15.0,0,0.0,42,4,5,20,True
6702,0.0,0.0,69,0.0,1,9,118833,18.0,0.0,8,27204.0,104945,27204,311565,0.0,54,1,6,4,0.0,0.0,True,False,0.0,89056,74625,0.0,2,5.0,25.0,112,15,51,1389,16,8,647.6,386979,79062,99201,0.0,203,1,0.0,3.0,0,0.0,0,755420,77271,141022,0.0,0,0,119.8,268,2920.0,0.0,1270590,182187,2930,268552,0.0,78285,779,843,5666,2161,7,0,128188,25852,28324,10,23.0,45.0,0,0.0,156,1,5,84,True
6703,0.0,0.0,58,0.0,2,1,110364,18.0,0.0,25,19694.0,88065,19694,276747,0.0,52,5,5,2,0.0,0.0,False,True,0.0,88301,79940,0.0,5,11.0,10.0,143,12,54,2069,21,8,672.2,315784,97361,83030,0.0,180,0,5.0,0.0,0,0.0,0,686071,85489,112736,0.0,0,0,184.6,219,2920.0,0.0,1092168,210706,0,222549,0.0,45848,1289,733,3115,2000,11,0,90308,27852,26779,8,13.0,50.0,0,0.0,231,6,11,88,False
6704,0.0,0.0,50,0.0,1,2,96413,17.6,0.0,19,0.0,67853,8864,104996,0.0,47,8,4,3,0.0,0.0,True,True,0.0,76794,74700,0.0,0,0.0,0.0,124,9,38,1425,16,8,806.0,496122,86522,45097,0.0,246,0,0.0,0.0,2,0.0,0,443788,47959,115461,0.0,0,0,119.0,187,2634.0,0.0,994208,143654,285,179394,0.0,49856,897,754,1221,1923,8,0,54291,9166,18831,5,0.0,0.0,0,0.0,203,8,22,92,False
6705,0.0,0.0,61,0.0,1,6,100951,17.8,0.0,26,0.0,90665,23920,213364,0.0,38,9,6,3,0.0,0.0,False,False,0.0,78567,71175,0.0,3,0.0,0.0,139,9,47,1672,21,8,691.4,238865,42887,89074,0.0,228,1,0.0,0.0,0,0.0,0,618273,84753,84918,0.0,0,0,170.4,172,2634.0,0.0,905878,146475,5026,184054,0.0,50035,1097,711,1028,1537,9,0,48733,18831,10058,10,0.0,0.0,0,0.0,253,12,26,103,True
6706,0.0,0.0,47,0.0,1,8,76352,15.8,0.0,11,14292.0,59820,14292,56492,0.0,37,7,5,4,0.0,0.0,False,False,0.0,59281,54085,0.0,1,4.0,5.0,98,9,37,1151,14,10,449.8,276973,59035,31417,0.0,154,0,0.0,0.0,0,0.0,0,285421,32504,75573,0.0,0,0,224.4,117,1946.0,0.0,626485,100885,0,113688,0.0,30912,611,499,1243,1035,8,2,64088,9341,6691,5,11.0,35.0,0,0.0,163,8,4,71,True
6707,0.0,0.0,38,0.0,0,0,64334,14.2,0.0,8,19675.0,43353,19675,95067,0.0,37,1,3,0,0.0,0.0,True,True,0.0,57221,55410,0.0,1,4.0,5.0,93,9,37,1243,18,7,680.4,151603,28465,59624,0.0,149,0,0.0,0.0,0,0.0,0,402593,46375,50319,0.0,0,0,242.4,112,1946.0,0.0,611736,81192,2165,119290,0.0,25111,1014,504,1119,1148,8,0,57535,6350,9342,7,16.0,25.0,0,0.0,109,1,9,52,False
6708,0.0,0.0,44,0.0,0,0,66967,14.6,0.0,20,12880.0,29309,12880,74543,0.0,30,8,3,1,0.0,0.0,False,False,0.0,56357,56125,0.0,1,5.0,5.0,111,9,31,454,17,8,710.8,249118,41045,17530,0.0,156,0,5.0,0.0,0,0.0,0,286236,43859,91226,0.0,0,0,97.4,71,2008.0,0.0,629128,95005,4316,113851,0.0,35917,11513,558,677,907,11,0,93769,10095,5090,4,10.0,35.0,0,0.0,126,8,14,59,False
6709,0.0,0.0,47,0.0,1,10,73632,15.4,0.0,19,21480.0,83354,21480,133138,0.0,31,11,5,4,0.0,0.0,True,True,0.0,64072,55505,0.0,1,4.0,5.0,106,6,30,1903,14,7,723.2,93992,16054,43997,0.0,194,1,0.0,4.0,0,0.0,0,618389,71899,73081,0.0,0,0,220.2,161,2008.0,0.0,782569,93048,1126,127852,0.0,18320,861,665,2282,1049,7,0,70181,5090,10773,7,21.0,25.0,0,0.0,152,12,17,67,True
6710,7.0,5.0,29,0.0,1,8,69102,15.0,36.0,26,23950.0,97541,23950,84412,0.0,18,0,5,3,25.0,6.0,True,True,16.0,55737,49385,0.0,2,7.0,0.0,101,7,23,633,14,8,691.6,178437,43934,32450,0.0,173,1,0.0,1.0,0,36.0,0,412690,35445,80862,0.0,0,0,180.4,72,1749.0,0.0,656386,83071,405,120325,0.0,43999,754,570,1462,558,8,0,65254,3688,7011,10,16.0,20.0,0,0.0,141,14,13,0,True
6711,3.0,8.0,22,1.0,0,0,59325,13.8,16.0,14,13839.0,32767,13839,81886,0.0,23,0,2,1,29.0,2.0,False,False,6.0,46375,42500,3.0,0,0.0,10.0,88,3,18,806,8,6,722.2,94412,28760,46637,0.0,138,0,5.0,0.0,1,36.0,0,413484,49599,62564,0.0,0,0,303.2,59,1749.0,0.0,592184,85375,1047,112892,0.0,29902,3782,543,622,640,10,0,84282,7011,3687,4,7.0,50.0,0,0.0,124,8,13,0,False
6712,0.0,0.0,56,0.0,1,27,66944,14.6,0.0,18,23001.0,63049,23001,96818,0.0,15,14,7,3,0.0,0.0,True,True,0.0,57068,50200,0.0,2,3.0,0.0,97,6,38,614,26,10,699.4,255136,45955,17125,0.0,129,1,0.0,4.0,0,0.0,0,276295,30556,70304,0.0,1,0,215.4,134,1625.0,0.0,569020,78201,2770,95173,0.0,41580,11617,575,1628,321,11,1,37587,1688,7740,11,18.0,20.0,0,0.0,106,14,10,53,True
6713,0.0,0.0,11,0.0,0,0,50927,12.4,0.0,18,10148.0,41962,10148,77189,0.0,38,8,3,1,0.0,0.0,False,False,0.0,43768,40535,0.0,0,0.0,15.0,94,4,15,781,6,8,440.2,98425,14984,47117,0.0,133,0,5.0,0.0,0,0.0,0,390648,41557,53486,0.0,0,0,158.2,83,1625.0,0.0,534305,60646,305,102295,0.0,14253,0,520,441,974,5,0,45226,4100,1688,4,6.0,55.0,0,0.0,142,8,17,62,False
6714,0.0,0.0,26,0.0,1,0,65765,14.6,0.0,14,8273.0,41642,8273,124204,0.0,34,4,2,0,0.0,0.0,False,True,0.0,55605,53600,0.0,0,0.0,15.0,103,4,20,1150,12,6,618.2,336930,49112,36178,0.0,155,0,5.0,0.0,0,0.0,0,248894,27915,81677,0.0,0,0,190.4,98,1868.0,0.0,616180,81115,1182,127828,0.0,39913,11857,587,1197,938,10,0,30353,4086,9969,5,8.0,55.0,0,0.0,113,4,8,58,False
6715,0.0,0.0,53,0.0,1,11,73522,15.4,0.0,8,26602.0,109138,26602,76177,0.0,20,2,5,5,0.0,0.0,True,False,0.0,63356,55670,0.0,3,5.0,0.0,102,8,34,691,15,8,654.0,88011,33836,51728,0.0,196,1,0.0,4.0,0,0.0,0,526939,61156,58926,0.0,0,0,280.0,95,1868.0,0.0,664707,104616,2376,114741,0.0,43504,9013,529,962,622,13,0,49752,9620,4083,10,20.0,25.0,0,0.0,161,2,10,64,True
6716,0.0,5.0,78,0.0,1,5,79622,16.0,33.0,42,15662.0,70102,15662,118410,0.0,31,25,5,2,39.0,5.0,True,True,1.0,72596,65960,0.0,2,2.0,0.0,137,10,51,624,22,9,719.2,377325,95818,73463,0.0,221,1,0.0,3.0,0,54.0,0,348600,55579,72169,1.0,0,0,428.0,138,2111.0,123.0,833994,165379,1167,154271,48.0,42124,0,556,2463,1011,5,1,108063,13978,8634,9,14.0,10.0,0,0.0,234,26,23,79,True
6717,8.0,30.0,48,0.0,0,0,68119,14.8,28.0,29,11668.0,42372,11668,127790,0.0,51,11,4,3,44.0,18.0,False,False,21.0,58609,57680,4.0,0,0.0,10.0,120,10,31,603,12,8,507.2,323091,69797,98174,1.0,127,0,5.0,0.0,0,2.0,0,246183,39905,86476,0.0,0,0,309.6,127,2111.0,85.0,623639,118341,6448,198632,8.0,46695,10023,571,1362,1497,11,0,54360,8634,13978,4,5.0,55.0,0,0.0,161,11,20,66,False
6718,0.0,0.0,12,0.0,0,1,36594,10.4,0.0,11,4318.0,6534,4318,45449,0.0,29,3,1,0,0.0,0.0,False,False,0.0,31524,30195,0.0,0,0.0,5.0,64,4,16,323,11,6,401.6,116787,32843,22858,0.0,56,0,5.0,0.0,0,0.0,0,127850,17312,51552,0.0,0,0,95.4,74,1237.0,0.0,265364,51953,0,75816,0.0,13443,283,285,639,616,7,0,20725,1794,1400,0,0.0,40.0,0,0.0,53,3,4,30,False
6719,0.0,0.0,24,0.0,0,5,43380,11.4,0.0,18,15595.0,59684,15595,53654,0.0,16,7,2,3,0.0,0.0,True,True,0.0,43101,35575,0.0,1,5.0,0.0,76,7,29,300,14,7,629.4,130847,22197,33954,0.0,109,1,0.0,5.0,0,0.0,0,233153,41795,48748,0.0,0,0,161.2,63,1237.0,0.0,382695,65399,667,84499,0.0,33273,0,395,646,460,5,0,18694,1401,1791,8,20.0,0.0,0,0.0,92,9,4,39,True
6720,10.0,25.0,66,3.0,0,1,87314,17.0,73.0,14,21976.0,83358,21976,242349,0.0,42,0,4,3,75.0,1.0,False,False,1.0,72128,69825,8.0,4,13.0,15.0,112,8,37,1040,14,8,1136.2,174843,35915,59949,0.0,183,0,5.0,0.0,1,65.0,0,660616,67411,121572,2.0,0,0,113.0,162,2647.0,0.0,931536,108613,703,197095,0.0,62692,15356,668,964,1781,16,0,96072,5284,15570,8,20.0,50.0,0,1.0,180,3,8,0,False
6721,3.0,25.0,47,0.0,0,4,104396,17.4,67.0,17,22859.0,124081,22859,167898,0.0,37,0,7,4,37.0,0.0,True,False,36.0,77378,72288,2.0,3,4.0,25.0,108,8,42,1437,20,10,770.2,300065,53692,40102,0.0,168,1,0.0,1.0,0,21.0,0,632958,86193,109060,0.0,1,0,160.8,121,2647.0,0.0,1080529,154036,1295,155367,0.0,52825,18124,684,2313,1481,11,1,147501,14146,6202,10,15.0,45.0,0,0.0,179,4,15,0,True
6722,6.0,6.0,8,0.0,0,1,51331,12.8,4.0,12,5672.0,13660,5672,82092,0.0,39,2,1,0,16.0,3.0,False,False,6.0,40236,38400,0.0,0,0.0,15.0,75,3,13,749,4,5,546.8,139874,20845,27340,0.0,107,0,5.0,0.0,0,20.0,0,272806,30578,67664,0.0,0,0,183.2,66,1680.0,0.0,458063,54527,270,102149,0.0,5757,0,447,933,1182,4,0,45380,3101,7138,1,1.0,55.0,0,0.0,99,2,10,46,False
6723,1.0,3.0,28,0.0,0,22,68333,14.8,2.0,24,24226.0,64176,24226,82920,0.0,13,9,6,3,3.0,0.0,True,True,0.0,57516,52325,0.0,3,8.0,0.0,103,6,39,925,32,8,711.0,181759,25457,24725,0.0,195,1,0.0,1.0,0,19.0,0,476559,48117,58874,2.0,0,0,210.0,86,1680.0,0.0,708366,80657,0,86703,0.0,10136,0,600,2402,309,5,0,50042,7078,3100,10,16.0,5.0,0,0.0,127,9,8,54,True
6724,0.0,0.0,40,0.0,1,5,67068,14.6,6.0,18,27363.0,93447,27363,88010,0.0,17,12,6,4,8.0,2.0,True,False,3.0,57995,49785,0.0,4,12.0,0.0,87,9,40,549,23,8,1092.2,292162,58587,47124,0.0,125,1,0.0,3.0,0,7.0,0,251353,39101,51910,0.0,0,0,91.0,61,1754.0,0.0,590048,103388,2671,105179,0.0,38045,1538,491,543,491,11,0,46530,5698,6141,10,22.0,10.0,0,0.0,123,13,6,64,True
6725,2.0,10.0,21,1.0,0,0,55161,13.4,24.0,16,5386.0,16284,5386,99606,0.0,40,3,0,0,24.0,0.0,False,False,16.0,44998,41550,0.0,0,0.0,20.0,89,2,17,240,4,4,629.2,236120,45029,61202,0.0,73,0,5.0,0.0,0,3.0,0,145422,14521,64772,0.0,0,0,287.4,183,1754.0,0.0,427340,65695,4923,131676,0.0,16795,241,464,1830,1109,8,0,45795,6143,5696,2,3.0,55.0,0,0.0,93,5,6,48,False
6726,1.0,1.0,29,0.0,0,11,47942,12.4,5.0,19,30421.0,60722,30421,33060,0.0,11,7,5,2,3.0,4.0,True,True,4.0,45003,38775,1.0,1,2.0,0.0,73,8,33,739,22,9,641.8,122648,29227,11659,0.0,120,0,0.0,0.0,0,12.0,0,264607,27196,38659,0.0,0,0,363.0,66,1233.0,70.0,456026,62819,0,54496,16.0,12945,0,422,721,284,3,0,68767,6394,4173,7,10.0,5.0,0,0.0,118,9,6,52,True
6727,0.0,18.0,11,0.0,0,1,39841,10.8,19.0,10,4905.0,18486,4905,55455,0.0,33,3,0,0,59.0,4.0,False,False,32.0,32444,31055,2.0,0,0.0,5.0,70,2,11,1316,3,5,356.4,39780,9635,30795,0.0,107,0,0.0,0.0,0,10.0,0,244961,22114,43497,0.0,0,0,220.4,48,1233.0,85.0,334406,36067,1138,80832,4.0,11745,532,384,801,749,6,0,49660,4315,6535,1,1.0,35.0,0,0.0,53,3,5,26,False
6728,0.0,0.0,22,0.0,1,9,52806,13.0,0.0,10,16458.0,74004,16458,77149,0.0,13,3,3,3,0.0,0.0,True,True,0.0,47919,43133,0.0,0,0.0,0.0,88,8,32,282,20,7,568.4,85240,11252,12953,0.0,144,0,0.0,0.0,0,0.0,0,328650,48814,68552,0.0,1,0,186.0,103,1425.0,0.0,448662,67177,184,84273,0.0,28961,176,428,689,394,6,1,34768,7109,2766,6,9.0,0.0,0,0.0,90,4,4,40,True
6729,0.0,0.0,10,0.0,0,0,45464,11.8,0.0,17,1750.0,7152,1750,44060,0.0,32,6,1,0,0.0,0.0,False,False,0.0,33938,32700,0.0,0,0.0,0.0,79,2,12,2068,6,6,503.6,49469,8249,12088,0.0,88,0,0.0,0.0,0,0.0,0,278083,34347,64032,0.0,0,0,158.2,64,1425.0,0.0,341876,45365,284,83231,0.0,14815,360,399,600,723,6,0,14320,2766,7107,0,0.0,30.0,0,0.0,52,6,3,29,False
6730,0.0,7.0,19,1.0,0,1,52448,12.8,36.0,19,3463.0,11846,3463,56940,0.0,27,4,0,0,55.0,6.0,False,False,1.0,39021,35945,1.0,0,0.0,0.0,83,1,12,713,3,5,617.4,106567,18110,28216,0.0,104,0,0.0,0.0,0,17.0,0,249854,28395,61575,1.0,0,0,204.0,83,1599.0,0.0,401670,50815,0,92810,0.0,12492,3377,449,600,813,10,0,45243,4304,3014,0,0.0,35.0,0,1.0,90,8,8,47,False
6731,0.0,8.0,31,1.0,0,7,56419,13.4,41.0,21,16497.0,69053,16497,108913,0.0,12,9,2,3,13.0,0.0,True,True,4.0,47698,43875,0.0,0,0.0,0.0,92,4,27,859,15,7,807.6,176810,27163,19198,0.0,128,0,0.0,0.0,0,30.0,0,278784,41692,50290,0.0,0,0,177.4,106,1599.0,0.0,527994,71873,1910,73799,0.0,15715,1337,465,1369,412,12,0,72393,3014,4304,7,12.0,0.0,0,0.0,96,11,8,43,True
6732,21.0,27.0,73,1.0,2,7,106420,17.8,42.0,17,23969.0,130943,23969,137767,0.0,44,0,6,5,48.0,3.0,True,False,15.0,81030,77733,3.0,4,8.0,10.0,127,8,44,1349,19,8,689.2,387127,91052,90472,0.0,198,1,0.0,3.0,1,51.0,0,579391,76269,80886,3.0,0,0,153.4,308,2479.0,0.0,1125160,198134,2671,179497,0.0,72006,861,678,2215,1524,7,0,158635,30807,8134,9,17.0,40.0,0,0.0,188,6,8,0,True
6733,3.0,39.0,41,0.0,1,0,95647,17.4,49.0,10,18502.0,63416,18502,295624,0.0,44,0,5,1,46.0,27.0,False,True,13.0,76361,74945,3.0,2,4.0,20.0,121,8,44,783,24,9,824.6,467733,87278,95232,0.0,178,0,5.0,0.0,0,81.0,0,370902,39867,108747,2.0,0,0,110.8,99,2479.0,0.0,970684,135048,0,234789,0.0,58983,3090,725,1536,1682,13,1,132044,7900,30806,8,12.0,55.0,0,0.0,113,5,12,0,False
6734,1.0,25.0,35,0.0,0,0,48276,12.2,12.0,11,12855.0,40099,12855,95134,0.0,43,2,4,1,30.0,0.0,True,True,31.0,48335,44170,4.0,0,0.0,10.0,79,6,30,520,15,8,503.6,64165,28112,32340,0.0,74,0,5.0,0.0,0,8.0,0,300083,68514,68288,1.0,0,0,166.6,147,1623.0,0.0,430051,105546,0,115977,0.0,18732,272,377,1181,1176,5,0,65799,8917,15347,6,10.0,50.0,0,0.0,73,2,3,34,False
6735,6.0,18.0,57,1.0,1,8,62670,14.2,48.0,13,27622.0,75188,27622,105874,0.0,30,2,5,3,13.0,0.0,False,False,15.0,58576,53850,3.0,2,4.0,0.0,90,16,43,1789,17,8,459.2,111884,30996,30891,0.0,147,1,0.0,5.0,0,40.0,0,342214,51713,95825,2.0,0,0,158.2,82,1623.0,0.0,534642,97216,0,135637,0.0,35382,1452,373,643,739,10,0,80538,14501,8917,9,14.0,25.0,0,0.0,78,2,2,43,True
6736,9.0,22.0,45,0.0,0,6,90063,17.4,47.0,18,13248.0,44836,13248,114689,0.0,47,8,4,2,21.0,1.0,False,True,48.0,71681,67650,4.0,0,0.0,25.0,134,12,47,1402,15,8,434.2,354522,73234,35830,0.0,101,0,5.0,0.0,0,86.0,0,435123,60921,113757,12.0,0,0,312.8,132,2254.0,0.0,872105,143243,3532,153747,0.0,16627,1084,736,1207,1513,8,0,82455,9085,4156,5,7.0,50.0,0,0.0,157,8,9,77,False
6737,0.0,29.0,49,1.0,1,4,89535,16.8,23.0,25,25432.0,102932,25432,165613,0.0,47,5,5,3,25.0,15.0,True,False,10.0,75014,68980,1.0,5,13.0,0.0,112,6,47,2242,21,6,601.4,141045,34609,79378,2.0,253,1,0.0,3.0,0,43.0,0,713913,86386,95750,5.0,0,0,295.8,182,2254.0,0.0,961712,125155,2513,184215,0.0,43734,642,637,1128,1687,7,1,106746,4155,9083,9,13.0,25.0,0,1.0,128,7,12,44,True
6738,0.0,0.0,45,0.0,0,7,52712,12.8,0.0,18,21116.0,67602,21116,52800,0.0,11,3,3,3,0.0,0.0,True,False,0.0,49644,47415,0.0,1,1.0,0.0,92,8,41,3141,29,9,801.0,144259,42532,33377,0.0,169,0,0.0,0.0,0,0.0,0,296882,27753,45950,0.0,1,0,78.4,188,1456.0,0.0,478784,72393,646,83333,0.0,21715,912,406,926,306,7,1,37641,2105,4003,9,13.0,5.0,0,0.0,93,4,7,44,True
